Gene,Non-unique Gene name,Annotation,15608_247,21053_8147,11822_158,14410_846,15608_513,21127_2104,14913_283,21127_2150,24820_2209,15682_121,14412_245,21127_264,15608_324,15608_539,15682_350,15682_241,15608_212,15682_157,14412_13,15682_27,21053_8178,15608_533,31588_4131,15608_567,17428_844,21127_288,15682_177,14410_881,21127_2177,24820_2267
group_1529,,hypothetical protein;IS5 family transposase ISSpn7,NKIHGLOF_00136;NKIHGLOF_00137,CAIOAPPO_02214;CAIOAPPO_02213,,BOGLFJDA_00787,JLENOMMB_01014,ALHNJLOP_00850;ALHNJLOP_01908,KGLLIHJM_00672,OJAJHHAH_01830;OJAJHHAH_01831,OCGAAEPO_00536,GLNDJCAF_01202,ODFLGDBH_01578,APOOJODC_00892;APOOJODC_00893,FONPKMKP_00272,13_refound_242_pseudo,PEGMINDJ_00773,BCHKDIOD_00537,,BPKFELMP_01312;BPKFELMP_01311,,BCNLJEOI_02207;BCNLJEOI_01177,GLONHLBP_01710,FPEIOILE_00807,PEHMELEN_01324,NFCFPMIG_01779,,GGJPJCAM_01350;GGJPJCAM_01349,JCMFBBHK_00783;JCMFBBHK_00784,FBLGIOPA_01720,,NCOGIHLP_00211
group_1521,,hypothetical protein,NKIHGLOF_01275,CAIOAPPO_00987,,BOGLFJDA_02100,JLENOMMB_02108,ALHNJLOP_00899,KGLLIHJM_02159,OJAJHHAH_00899,,GLNDJCAF_01259,ODFLGDBH_01041,APOOJODC_01242,FONPKMKP_00902,OKOELMAF_02034,PEGMINDJ_01098,BCHKDIOD_02189,,BPKFELMP_01842,OEDMFFKP_02180,BCNLJEOI_00894,GLONHLBP_02196,FPEIOILE_02080,PEHMELEN_02236,NFCFPMIG_02100,ELMHKFIJ_01428,GGJPJCAM_00336,JCMFBBHK_00088,FBLGIOPA_02173,,
group_1498,,hypothetical protein,NKIHGLOF_01259,CAIOAPPO_01003,,BOGLFJDA_01702,JLENOMMB_01647,ALHNJLOP_00913,KGLLIHJM_00333,OJAJHHAH_00883,,GLNDJCAF_01291,ODFLGDBH_01028,APOOJODC_01258,FONPKMKP_00918,OKOELMAF_01403,PEGMINDJ_01114,BCHKDIOD_01513,,BPKFELMP_01826,OEDMFFKP_01888,BCNLJEOI_01580,GLONHLBP_01936,FPEIOILE_01530,PEHMELEN_01981,NFCFPMIG_00435,ELMHKFIJ_01441,GGJPJCAM_00352,JCMFBBHK_00073,FBLGIOPA_01728,,
group_1451,,hypothetical protein,NKIHGLOF_00701,CAIOAPPO_01695,,BOGLFJDA_00482,JLENOMMB_00648,ALHNJLOP_02086,KGLLIHJM_00579,OJAJHHAH_00487,,GLNDJCAF_00380,ODFLGDBH_00535,APOOJODC_00601,FONPKMKP_00398,OKOELMAF_00305,PEGMINDJ_01634,BCHKDIOD_00430,LPFDPCGO_00190,BPKFELMP_01125,OEDMFFKP_00413,BCNLJEOI_00222,GLONHLBP_01104,FPEIOILE_00097,PEHMELEN_00778,NFCFPMIG_01929,,GGJPJCAM_00605,JCMFBBHK_00248,FBLGIOPA_00819,,
group_1443,,hypothetical protein,NKIHGLOF_01276,CAIOAPPO_00986,,BOGLFJDA_02101,JLENOMMB_02109,ALHNJLOP_00898,KGLLIHJM_02158,OJAJHHAH_00900,,GLNDJCAF_01258,ODFLGDBH_01042,APOOJODC_01241,FONPKMKP_00901,OKOELMAF_02035,PEGMINDJ_01097,BCHKDIOD_02188,,BPKFELMP_01843,OEDMFFKP_02179,BCNLJEOI_00893,GLONHLBP_02197,FPEIOILE_02079,PEHMELEN_02235,NFCFPMIG_02099,ELMHKFIJ_01427,GGJPJCAM_00335,JCMFBBHK_00089,FBLGIOPA_02172,,
group_1389,,IS3 family transposase ISSpn11;hypothetical protein,NKIHGLOF_00391,,EGGPCNEA_00557,BOGLFJDA_00024,JLENOMMB_02080,,KGLLIHJM_02077,OJAJHHAH_01297,,GLNDJCAF_02052,ODFLGDBH_00948,APOOJODC_00436,FONPKMKP_00143,OKOELMAF_01485,PEGMINDJ_01957,BCHKDIOD_01552,LPFDPCGO_00326,BPKFELMP_00418,,BCNLJEOI_02037,GLONHLBP_01766,FPEIOILE_02008,PEHMELEN_02064,NFCFPMIG_01709,ELMHKFIJ_01135,GGJPJCAM_00901,JCMFBBHK_00769,FBLGIOPA_00406,IJNFIKKA_00100,
group_1347,,hypothetical protein,NKIHGLOF_01264,CAIOAPPO_00998,,BOGLFJDA_01697,JLENOMMB_01652,ALHNJLOP_00907,KGLLIHJM_00328,OJAJHHAH_00888,,GLNDJCAF_01286,ODFLGDBH_01033,APOOJODC_01253,FONPKMKP_00913,OKOELMAF_01398,PEGMINDJ_01109,BCHKDIOD_01518,,BPKFELMP_01831,OEDMFFKP_01893,BCNLJEOI_01586,GLONHLBP_01931,FPEIOILE_01535,PEHMELEN_01976,NFCFPMIG_00430,ELMHKFIJ_01436,GGJPJCAM_00347,JCMFBBHK_00078,FBLGIOPA_01723,,
group_1324,,hypothetical protein,NKIHGLOF_01260,CAIOAPPO_01002,,BOGLFJDA_01701,JLENOMMB_01648,ALHNJLOP_00912;ALHNJLOP_00911,KGLLIHJM_00332,OJAJHHAH_00884,,GLNDJCAF_01290,ODFLGDBH_01029,APOOJODC_01257,FONPKMKP_00917,OKOELMAF_01402,PEGMINDJ_01113,BCHKDIOD_01514,,BPKFELMP_01827,OEDMFFKP_01889,BCNLJEOI_01581;BCNLJEOI_01582,GLONHLBP_01935,FPEIOILE_01531,PEHMELEN_01980,NFCFPMIG_00434,ELMHKFIJ_01440,GGJPJCAM_00351,JCMFBBHK_00074,FBLGIOPA_01727,,
group_1172,,hypothetical protein,NKIHGLOF_01036,CAIOAPPO_00337,,BOGLFJDA_01877,JLENOMMB_01794,ALHNJLOP_01215,KGLLIHJM_01699,OJAJHHAH_00810,,GLNDJCAF_01829,ODFLGDBH_01699,APOOJODC_01086,FONPKMKP_00582,OKOELMAF_01708,PEGMINDJ_00538,BCHKDIOD_00903,,BPKFELMP_00008,OEDMFFKP_01008,BCNLJEOI_01753,GLONHLBP_00851,FPEIOILE_01726,PEHMELEN_00355,NFCFPMIG_01790,ELMHKFIJ_00036,GGJPJCAM_01170,JCMFBBHK_00571,FBLGIOPA_01958,,
group_1129,,IS5 family transposase ISSpn7,NKIHGLOF_01095,CAIOAPPO_00863,EGGPCNEA_01864;EGGPCNEA_01500,BOGLFJDA_01817,4_refound_91,,KGLLIHJM_01423,OJAJHHAH_01200,OCGAAEPO_01375;OCGAAEPO_00594,,ODFLGDBH_01658,APOOJODC_01343,FONPKMKP_01763,13_refound_234_pseudo,PEGMINDJ_00636,15_refound_279_pseudo,LPFDPCGO_02118;LPFDPCGO_00617,BPKFELMP_00578,OEDMFFKP_01344,19_refound_356_pseudo,,,PEHMELEN_01177,,ELMHKFIJ_01596,GGJPJCAM_01410,JCMFBBHK_00949,FBLGIOPA_01899,IJNFIKKA_00636;IJNFIKKA_00271,NCOGIHLP_01064;NCOGIHLP_00269
group_1113,,hypothetical protein,NKIHGLOF_01277,CAIOAPPO_00985,,BOGLFJDA_02102,JLENOMMB_02110,ALHNJLOP_00897,KGLLIHJM_02157,OJAJHHAH_00901,,GLNDJCAF_01257,ODFLGDBH_01043,APOOJODC_01240,FONPKMKP_00900,OKOELMAF_02036,PEGMINDJ_01096,BCHKDIOD_02187,,BPKFELMP_01844,OEDMFFKP_02178,BCNLJEOI_00892,GLONHLBP_02198,FPEIOILE_02078,PEHMELEN_02234,NFCFPMIG_02098,ELMHKFIJ_01426,GGJPJCAM_00334,JCMFBBHK_00090,FBLGIOPA_02171,,
group_907,,hypothetical protein,NKIHGLOF_00443,CAIOAPPO_01180,EGGPCNEA_00609,,4_refound_82,5_refound_103,,OJAJHHAH_01350,OCGAAEPO_01922,9_refound_161,,APOOJODC_00489,FONPKMKP_00195,13_refound_224,PEGMINDJ_01904,15_refound_273,LPFDPCGO_00376,BPKFELMP_00366,,19_refound_351,20_refound_371,21_refound_385,PEHMELEN_01201,23_refound_410,ELMHKFIJ_01187,GGJPJCAM_00954,JCMFBBHK_00717,,IJNFIKKA_00151,29_refound_495
group_666,,hypothetical protein,NKIHGLOF_01263,CAIOAPPO_00999,,BOGLFJDA_01698,JLENOMMB_01651,ALHNJLOP_00908,KGLLIHJM_00329,OJAJHHAH_00887,,GLNDJCAF_01287,ODFLGDBH_01032,APOOJODC_01254,FONPKMKP_00914,OKOELMAF_01399,PEGMINDJ_01110,BCHKDIOD_01517,,BPKFELMP_01830,OEDMFFKP_01892,BCNLJEOI_01585,GLONHLBP_01932,FPEIOILE_01534,PEHMELEN_01977,NFCFPMIG_00431,ELMHKFIJ_01437,GGJPJCAM_00348,JCMFBBHK_00077,FBLGIOPA_01724,,
group_606,,IS5 family transposase ISSpn7,NKIHGLOF_01320,CAIOAPPO_01458,EGGPCNEA_01916,BOGLFJDA_01753,JLENOMMB_01735,ALHNJLOP_01751,,OJAJHHAH_00410,OCGAAEPO_00775,GLNDJCAF_01699,10_refound_170_pseudo,APOOJODC_01791,FONPKMKP_01608,,PEGMINDJ_02115,,LPFDPCGO_00255,BPKFELMP_01487,OEDMFFKP_01446,BCNLJEOI_01625,GLONHLBP_01029,,PEHMELEN_00853,NFCFPMIG_00236,ELMHKFIJ_01992,GGJPJCAM_00683,JCMFBBHK_01689,,IJNFIKKA_00780,NCOGIHLP_00986
group_529,,hypothetical protein,NKIHGLOF_01261,CAIOAPPO_01001,,BOGLFJDA_01700,JLENOMMB_01649,ALHNJLOP_00910,KGLLIHJM_00331,OJAJHHAH_00885,,GLNDJCAF_01289,ODFLGDBH_01030,APOOJODC_01256,FONPKMKP_00916,OKOELMAF_01401,PEGMINDJ_01112,BCHKDIOD_01515,,BPKFELMP_01828,OEDMFFKP_01890,BCNLJEOI_01583,GLONHLBP_01934,FPEIOILE_01532,PEHMELEN_01979,NFCFPMIG_00433,ELMHKFIJ_01439,GGJPJCAM_00350,JCMFBBHK_00075,FBLGIOPA_01726,,
group_228,,hypothetical protein,NKIHGLOF_01262,CAIOAPPO_01000,,BOGLFJDA_01699,JLENOMMB_01650,ALHNJLOP_00909,KGLLIHJM_00330,OJAJHHAH_00886,,GLNDJCAF_01288,ODFLGDBH_01031,APOOJODC_01255,FONPKMKP_00915,OKOELMAF_01400,PEGMINDJ_01111,BCHKDIOD_01516,,BPKFELMP_01829,OEDMFFKP_01891,BCNLJEOI_01584,GLONHLBP_01933,FPEIOILE_01533,PEHMELEN_01978,NFCFPMIG_00432,ELMHKFIJ_01438,GGJPJCAM_00349,JCMFBBHK_00076,FBLGIOPA_01725,,
group_1579,,ISL3 family transposase IS1167,,,EGGPCNEA_02132,BOGLFJDA_00912,JLENOMMB_00919,ALHNJLOP_01444,KGLLIHJM_00978,OJAJHHAH_00473,OCGAAEPO_00875,GLNDJCAF_01105,ODFLGDBH_01209,APOOJODC_00587,FONPKMKP_00384,OKOELMAF_02126,,BCHKDIOD_01170,,,OEDMFFKP_00867,BCNLJEOI_00806,GLONHLBP_00991,FPEIOILE_02047,PEHMELEN_00493,NFCFPMIG_00997,ELMHKFIJ_01585,GGJPJCAM_00619,,FBLGIOPA_00969,IJNFIKKA_00718,NCOGIHLP_00922
lytA_2~~~lytA_1~~~lytA_3~~~lytA_4,lytA_2;lytA_1;lytA_3;lytA_4,Autolysin,NKIHGLOF_01338,CAIOAPPO_00602,EGGPCNEA_00971,,,,KGLLIHJM_01750,OJAJHHAH_02147,OCGAAEPO_01740,,10_refound_184,APOOJODC_02093;APOOJODC_01772,,13_refound_240,PEGMINDJ_02053,BCHKDIOD_00683;BCHKDIOD_01848,LPFDPCGO_01712,BPKFELMP_01999,OEDMFFKP_01658,19_refound_364,GLONHLBP_02215,,22_refound_405,NFCFPMIG_01625,ELMHKFIJ_00265,GGJPJCAM_02199,26_refound_462,FBLGIOPA_00303,IJNFIKKA_01829,NCOGIHLP_01006;NCOGIHLP_00487
group_1476,,hypothetical protein,NKIHGLOF_01267,CAIOAPPO_00995,,BOGLFJDA_01696,JLENOMMB_01653,ALHNJLOP_00906,KGLLIHJM_00327,OJAJHHAH_00891,,GLNDJCAF_01285,ODFLGDBH_01034,APOOJODC_01250,FONPKMKP_00910,OKOELMAF_01397,PEGMINDJ_01106,BCHKDIOD_01519,,BPKFELMP_01834,OEDMFFKP_01894,BCNLJEOI_01587,GLONHLBP_01930,FPEIOILE_01536,PEHMELEN_01975,NFCFPMIG_00429,,GGJPJCAM_00344,JCMFBBHK_00081,FBLGIOPA_01722,,
group_1444,,hypothetical protein,NKIHGLOF_01257,CAIOAPPO_01005,,BOGLFJDA_01705,JLENOMMB_01644,ALHNJLOP_00916,KGLLIHJM_00336,OJAJHHAH_00881,,GLNDJCAF_01294,ODFLGDBH_01025,APOOJODC_01260,FONPKMKP_00920,OKOELMAF_01406,PEGMINDJ_01116,BCHKDIOD_01510,,BPKFELMP_01824,OEDMFFKP_01885,BCNLJEOI_01577,GLONHLBP_01939,FPEIOILE_01527,PEHMELEN_01984,NFCFPMIG_00438,,GGJPJCAM_00354,JCMFBBHK_00071,FBLGIOPA_01731,,
efeN,;efeN,hypothetical protein;putative deferrochelatase/peroxidase EfeN,NKIHGLOF_01713,CAIOAPPO_00165,,BOGLFJDA_01379;BOGLFJDA_01378,JLENOMMB_00688;JLENOMMB_00687,ALHNJLOP_00668;ALHNJLOP_00669,KGLLIHJM_01101;KGLLIHJM_01102,OJAJHHAH_00165,,GLNDJCAF_00220;GLNDJCAF_00219,ODFLGDBH_00342;ODFLGDBH_00341,APOOJODC_00165,FONPKMKP_01639,OKOELMAF_01090;OKOELMAF_01091,PEGMINDJ_00057,BCHKDIOD_01034;BCHKDIOD_01035,,BPKFELMP_01370,OEDMFFKP_01033;OEDMFFKP_01032,BCNLJEOI_00913;BCNLJEOI_00912,GLONHLBP_01628;GLONHLBP_01627,FPEIOILE_01011;FPEIOILE_01012,PEHMELEN_01512;PEHMELEN_01511,NFCFPMIG_01120;NFCFPMIG_01121,,GGJPJCAM_00165,JCMFBBHK_01499,FBLGIOPA_00100;FBLGIOPA_00099,,
lytB_1~~~lytA_2,;lytB_1;lytA_2,hypothetical protein;Putative endo-beta-N-acetylglucosaminidase;Autolysin,NKIHGLOF_00185,,EGGPCNEA_01441,BOGLFJDA_01207,JLENOMMB_01284,ALHNJLOP_00986,KGLLIHJM_01386,,OCGAAEPO_00487,GLNDJCAF_01436,ODFLGDBH_01576,,FONPKMKP_00320;FONPKMKP_00321,OKOELMAF_00451,PEGMINDJ_00959,BCHKDIOD_00595,LPFDPCGO_00885,,OEDMFFKP_01774,BCNLJEOI_01419,GLONHLBP_01902,FPEIOILE_01339,PEHMELEN_01267,NFCFPMIG_01316,ELMHKFIJ_02093,,,FBLGIOPA_01670,IJNFIKKA_00517,NCOGIHLP_00163
group_1330,,hypothetical protein,NKIHGLOF_00570,CAIOAPPO_00066,,,JLENOMMB_00073,ALHNJLOP_00574,KGLLIHJM_00249,OJAJHHAH_00066,OCGAAEPO_01233,,,APOOJODC_00066,FONPKMKP_00831,OKOELMAF_00689,PEGMINDJ_00155,,LPFDPCGO_01227,BPKFELMP_00507,OEDMFFKP_00525,,GLONHLBP_00369,FPEIOILE_00684,PEHMELEN_00073,23_refound_418,ELMHKFIJ_01358,GGJPJCAM_00066,JCMFBBHK_00161,FBLGIOPA_00189,IJNFIKKA_00868,NCOGIHLP_00362
group_1241,,hypothetical protein,NKIHGLOF_01268,CAIOAPPO_00994,,BOGLFJDA_01695,JLENOMMB_01654,ALHNJLOP_00905,KGLLIHJM_00326,OJAJHHAH_00892,,GLNDJCAF_01284,ODFLGDBH_01035,APOOJODC_01249,FONPKMKP_00909,OKOELMAF_01396,PEGMINDJ_01105,BCHKDIOD_01520,,BPKFELMP_01835,OEDMFFKP_01895,BCNLJEOI_01588,GLONHLBP_01929,FPEIOILE_01537,PEHMELEN_01974,NFCFPMIG_00428,,GGJPJCAM_00343,JCMFBBHK_00082,FBLGIOPA_01721,,
group_1184,,IS630 family transposase ISSpn2,NKIHGLOF_01712,CAIOAPPO_00164,,BOGLFJDA_01377,JLENOMMB_00686,ALHNJLOP_00667,KGLLIHJM_01100,OJAJHHAH_00164,,GLNDJCAF_00218,ODFLGDBH_00340,APOOJODC_00164,FONPKMKP_01638,OKOELMAF_01089,PEGMINDJ_00058,BCHKDIOD_01033,,BPKFELMP_01371,OEDMFFKP_01031,BCNLJEOI_00911,GLONHLBP_01629,FPEIOILE_01010,PEHMELEN_01513,NFCFPMIG_01119,,GGJPJCAM_00164,JCMFBBHK_01500,FBLGIOPA_00101,,
group_1153,,hypothetical protein,NKIHGLOF_00642,CAIOAPPO_02077,EGGPCNEA_01620,,JLENOMMB_01508,,,OJAJHHAH_01465,OCGAAEPO_01860,GLNDJCAF_01562,,APOOJODC_01586,FONPKMKP_01043,OKOELMAF_01370,PEGMINDJ_01348,BCHKDIOD_00028,LPFDPCGO_01900,BPKFELMP_00681,,BCNLJEOI_00288,GLONHLBP_00664,FPEIOILE_01392,PEHMELEN_00950,NFCFPMIG_00030,ELMHKFIJ_00995,GGJPJCAM_01780,JCMFBBHK_01552,,IJNFIKKA_01080,NCOGIHLP_01854
group_1118,,hypothetical protein,0_refound_16,1_refound_40,EGGPCNEA_00133,BOGLFJDA_00738,,ALHNJLOP_00649,6_refound_121,7_refound_140,,GLNDJCAF_00204,ODFLGDBH_00327,11_refound_195,12_refound_209,OKOELMAF_02140,14_refound_257,BCHKDIOD_02264,LPFDPCGO_00429,17_refound_324,,BCNLJEOI_00898,GLONHLBP_02233,FPEIOILE_00997,PEHMELEN_01527,NFCFPMIG_02183,ELMHKFIJ_01490,25_refound_440,,FBLGIOPA_00114,,
group_1114,,hypothetical protein,NKIHGLOF_01258,CAIOAPPO_01004,,BOGLFJDA_01704;BOGLFJDA_01703,JLENOMMB_01645;JLENOMMB_01646,ALHNJLOP_00915;ALHNJLOP_00914,KGLLIHJM_00335;KGLLIHJM_00334,OJAJHHAH_00882,,GLNDJCAF_01292;GLNDJCAF_01293,ODFLGDBH_01027;ODFLGDBH_01026,APOOJODC_01259,FONPKMKP_00919,OKOELMAF_01405;OKOELMAF_01404,PEGMINDJ_01115,BCHKDIOD_01512;BCHKDIOD_01511,,BPKFELMP_01825,OEDMFFKP_01886;OEDMFFKP_01887,BCNLJEOI_01579;BCNLJEOI_01578,GLONHLBP_01938;GLONHLBP_01937,FPEIOILE_01528;FPEIOILE_01529,PEHMELEN_01983;PEHMELEN_01982,NFCFPMIG_00436;NFCFPMIG_00437,,GGJPJCAM_00353,JCMFBBHK_00072,FBLGIOPA_01729;FBLGIOPA_01730,,
group_927,,IS5 family transposase IS1381;IS5 family transposase ISSpn7,NKIHGLOF_00077,CAIOAPPO_01771,,BOGLFJDA_00843,JLENOMMB_00958,ALHNJLOP_01692,,OJAJHHAH_01890,,GLNDJCAF_01144,ODFLGDBH_01502,APOOJODC_00952,FONPKMKP_00213,OKOELMAF_00565,PEGMINDJ_00831,BCHKDIOD_00479,,BPKFELMP_01207,OEDMFFKP_01258,19_refound_352_pseudo,GLONHLBP_01652,FPEIOILE_00865,PEHMELEN_01379,,,GGJPJCAM_01978,JCMFBBHK_01377,FBLGIOPA_01547,28_refound_484_pseudo,NCOGIHLP_01681
group_296,,hypothetical protein,NKIHGLOF_00635,CAIOAPPO_02084,EGGPCNEA_01613,,JLENOMMB_01515,,,OJAJHHAH_01472,OCGAAEPO_01867,GLNDJCAF_01555,,APOOJODC_01593,FONPKMKP_01036,OKOELMAF_01377,PEGMINDJ_01355,BCHKDIOD_00021,LPFDPCGO_01907,BPKFELMP_00674,,BCNLJEOI_00281,GLONHLBP_00671,FPEIOILE_01399,PEHMELEN_00943,NFCFPMIG_00023,ELMHKFIJ_00988,GGJPJCAM_01787,JCMFBBHK_01559,,IJNFIKKA_01073,NCOGIHLP_01861
group_1603,,ISL3 family transposase ISSpn14;hypothetical protein,NKIHGLOF_01770,CAIOAPPO_01090,2_refound_64_pseudo,,JLENOMMB_01285,ALHNJLOP_02082,,OJAJHHAH_02210,OCGAAEPO_00877,GLNDJCAF_01437,,APOOJODC_02143,FONPKMKP_02036,OKOELMAF_00452,14_refound_264_pseudo,BCHKDIOD_00594,16_refound_307_pseudo,,,BCNLJEOI_01418,GLONHLBP_01903,FPEIOILE_01340,PEHMELEN_01268,NFCFPMIG_01317,ELMHKFIJ_01262,GGJPJCAM_02230,,,IJNFIKKA_00224,29_refound_500_pseudo
group_1584,,ISL3 family transposase ISSpn14;ISL3 family transposaseA;ISL3 family transposase IS1167;hypothetical protein,NKIHGLOF_01947,CAIOAPPO_00223;CAIOAPPO_00224,EGGPCNEA_00223;EGGPCNEA_00224,,,ALHNJLOP_01562,,OJAJHHAH_00224;OJAJHHAH_00223,OCGAAEPO_00049;OCGAAEPO_00050,GLNDJCAF_01654,ODFLGDBH_00728,APOOJODC_01855,FONPKMKP_01979;FONPKMKP_01978,OKOELMAF_00110,PEGMINDJ_00913;PEGMINDJ_00914,,LPFDPCGO_00514;LPFDPCGO_00515,,OEDMFFKP_01773,BCNLJEOI_00028,GLONHLBP_01798,FPEIOILE_00291,PEHMELEN_02097,,ELMHKFIJ_02094,GGJPJCAM_00224;GGJPJCAM_00223,JCMFBBHK_01440;JCMFBBHK_01441,,IJNFIKKA_01145;IJNFIKKA_01144,NCOGIHLP_01573;NCOGIHLP_01572
group_1350,,hypothetical protein,NKIHGLOF_01142,CAIOAPPO_00914,EGGPCNEA_01003,BOGLFJDA_01047,JLENOMMB_01163,ALHNJLOP_00074;ALHNJLOP_00073,,OJAJHHAH_01250,OCGAAEPO_01426,GLNDJCAF_00676,ODFLGDBH_01249,APOOJODC_02216,12_refound_214_pseudo,OKOELMAF_01615,PEGMINDJ_00685,,,BPKFELMP_02207,OEDMFFKP_02204,,,FPEIOILE_01454,PEHMELEN_01629,,ELMHKFIJ_00897,GGJPJCAM_01460,,FBLGIOPA_01093,IJNFIKKA_00982,NCOGIHLP_01114
group_1244,,hypothetical protein,NKIHGLOF_00954,CAIOAPPO_00418,,BOGLFJDA_00952,JLENOMMB_00879,ALHNJLOP_01404,KGLLIHJM_01018,OJAJHHAH_00728,,GLNDJCAF_01065,ODFLGDBH_01169,APOOJODC_01004,FONPKMKP_00664,OKOELMAF_00070,PEGMINDJ_00456,BCHKDIOD_01210,,BPKFELMP_00090,OEDMFFKP_00907,BCNLJEOI_00766,GLONHLBP_00950,FPEIOILE_00946,PEHMELEN_00453,NFCFPMIG_01037,,GGJPJCAM_01088,,FBLGIOPA_00929,,
xerC_2~~~xerC_4,xerC_2;xerC_4,Tyrosine recombinase XerC,NKIHGLOF_01207,CAIOAPPO_01069,,BOGLFJDA_01734,JLENOMMB_01615,ALHNJLOP_00945,KGLLIHJM_00366,OJAJHHAH_00307,,GLNDJCAF_01323,ODFLGDBH_00996,APOOJODC_01987,FONPKMKP_00970,OKOELMAF_01435,PEGMINDJ_01168,BCHKDIOD_01481,,BPKFELMP_01040,OEDMFFKP_01856,BCNLJEOI_01548,GLONHLBP_01968,FPEIOILE_01498,PEHMELEN_02013,NFCFPMIG_00467,,GGJPJCAM_00408,,FBLGIOPA_01760,,
group_956,,IS1380 family transposase ISSpn5,NKIHGLOF_00133,CAIOAPPO_02309,,BOGLFJDA_02075,JLENOMMB_01745,ALHNJLOP_01027,6_refound_115,OJAJHHAH_01828,,GLNDJCAF_01760,,APOOJODC_00895,FONPKMKP_00270,OKOELMAF_01641,PEGMINDJ_01766,BCHKDIOD_01939,LPFDPCGO_02128,BPKFELMP_01262,OEDMFFKP_01286,BCNLJEOI_02194,GLONHLBP_01742,FPEIOILE_01634,PEHMELEN_00542,NFCFPMIG_01608,,GGJPJCAM_01352,JCMFBBHK_00781,,,
group_949,,hypothetical protein,0_refound_10,1_refound_36_pseudo,EGGPCNEA_02125,BOGLFJDA_02160,,ALHNJLOP_02143,KGLLIHJM_02055,OJAJHHAH_02027,OCGAAEPO_01015,,ODFLGDBH_02138,APOOJODC_01922,12_refound_204,OKOELMAF_01931,,,LPFDPCGO_00775,17_refound_318_pseudo,OEDMFFKP_02149,BCNLJEOI_01302,GLONHLBP_02163,FPEIOILE_02000,PEHMELEN_01955,,,GGJPJCAM_02059,JCMFBBHK_00995,FBLGIOPA_01343,IJNFIKKA_01456,
group_894,,hypothetical protein,,CAIOAPPO_00745,2_refound_53_pseudo,BOGLFJDA_00082,JLENOMMB_00378,ALHNJLOP_00392,KGLLIHJM_00856,OJAJHHAH_01089,OCGAAEPO_00344,GLNDJCAF_00791,10_refound_173,APOOJODC_00374,,13_refound_223_pseudo,,15_refound_272_pseudo,,,OEDMFFKP_00057,BCNLJEOI_00427,GLONHLBP_00525,FPEIOILE_00484,PEHMELEN_01089,NFCFPMIG_00168,ELMHKFIJ_01075,GGJPJCAM_00841,,,IJNFIKKA_00039,NCOGIHLP_00576
group_1466,,hypothetical protein,,,EGGPCNEA_00923,BOGLFJDA_00951,JLENOMMB_00880,ALHNJLOP_01405,KGLLIHJM_01017,,OCGAAEPO_00646,GLNDJCAF_01066,ODFLGDBH_01170,,,OKOELMAF_00071,,BCHKDIOD_01209,LPFDPCGO_00703,,OEDMFFKP_00906,BCNLJEOI_00767,GLONHLBP_00951,FPEIOILE_00947,PEHMELEN_00454,NFCFPMIG_01036,ELMHKFIJ_01785,,JCMFBBHK_00493,FBLGIOPA_00930,IJNFIKKA_01883,NCOGIHLP_01340
group_1384,,hypothetical protein,NKIHGLOF_00444,CAIOAPPO_01181,EGGPCNEA_00610,BOGLFJDA_01791,,ALHNJLOP_00506,KGLLIHJM_01449,OJAJHHAH_01351,OCGAAEPO_01921,,ODFLGDBH_01632,APOOJODC_00490,FONPKMKP_00196,,PEGMINDJ_01903,,LPFDPCGO_00378;LPFDPCGO_00377,BPKFELMP_00365,OEDMFFKP_01319,,,,PEHMELEN_01202,,ELMHKFIJ_01188,GGJPJCAM_00955,JCMFBBHK_00716,FBLGIOPA_01925,IJNFIKKA_00152,NCOGIHLP_01203
group_1337,,IS5 family transposase ISSpn7;hypothetical protein,,CAIOAPPO_00270,EGGPCNEA_00271;EGGPCNEA_00270,BOGLFJDA_01816,4_refound_95_pseudo,ALHNJLOP_00770,KGLLIHJM_01424,OJAJHHAH_00270,,GLNDJCAF_00322,ODFLGDBH_01657,APOOJODC_00266,,OKOELMAF_01992,,BCHKDIOD_01135,16_refound_303_pseudo,,OEDMFFKP_01200,BCNLJEOI_01100,GLONHLBP_01526,FPEIOILE_02053,PEHMELEN_01410,,ELMHKFIJ_00641,GGJPJCAM_00270,,FBLGIOPA_01900,IJNFIKKA_01191,
group_1176,,hypothetical protein,NKIHGLOF_00449,CAIOAPPO_01184,EGGPCNEA_00615,BOGLFJDA_02139,,ALHNJLOP_01846,KGLLIHJM_01451,OJAJHHAH_01356,OCGAAEPO_01919,,ODFLGDBH_01629,APOOJODC_00495,FONPKMKP_00201,,PEGMINDJ_00843,,LPFDPCGO_00380,BPKFELMP_00363,OEDMFFKP_01315,,,,PEHMELEN_00512,,ELMHKFIJ_01190,GGJPJCAM_00957,JCMFBBHK_00711,FBLGIOPA_02075,IJNFIKKA_00154,NCOGIHLP_01205
group_1131,,hypothetical protein,NKIHGLOF_00328,CAIOAPPO_00742,EGGPCNEA_00496,BOGLFJDA_00085,,,KGLLIHJM_00859,OJAJHHAH_01086,OCGAAEPO_00347,,ODFLGDBH_00889,APOOJODC_00371,FONPKMKP_00080,OKOELMAF_01074,PEGMINDJ_01481,,LPFDPCGO_01319,BPKFELMP_00892,OEDMFFKP_00060,,,,,NFCFPMIG_00165,ELMHKFIJ_01072,GGJPJCAM_00838,JCMFBBHK_01819,FBLGIOPA_00465,IJNFIKKA_00036,NCOGIHLP_00573
